method,num_clusters,pca_dim,alpha,top1_acc,top5_acc,seed,arch,w_bits,a_bits
no_restoration,,,,"tensor(53.2320, device='cuda:0')",,5,resnet18,2,2
restoration,1.0,1.0,0.4,53.232,78.588,5,resnet18,2,2
